**********	ACC2	version	4.2:	ACC2_scenarios_past.inc	*******************************************************************																	
**********	Table	declarations	and	assignments	(past	mode)	==============================================================															
																						
TABLE	ANTSCN(T,FOE)	Historical	emissions	(both	energy	related	and	non-energy	related)	[TgS	for	SO2]										
*	Anthropogenic	CO2	emission	is	assigned	later.																
*	Data	source	for	CH4	and	N2O	after	1890:00:00														
*	EDGAR-HYDE	1,4	(http://www.mnp.nl/edgar/model/100_year_emissions/edgar-hyde-1.4/)																			
*	Data	source	for	NOx,	CO,	VOC,	and	SO2	after	1890:00:00												
*	EDGAR-HYDE	1,3	(http://www.mnp.nl/edgar/model/100_year_emissions/edgar-hyde-1.3/)																			
*	Note	that	the	livestock	N2O	emission	in	Africa	in	1950	was	corrected	by	smoothing	as	suggested	by	van	Aardenne.			
*	Data	prior	to	1890	are	extrapolated	by	using	various	assumptions.												
																						
	CH4	N2O	NOx	CO	VOC	SO2																
1879	0,603																					
1880	0,638																					
1881	0,609																					
1882	0,97																					
1883	0,716																					
1884	0,59																					
1885	0,686																					
1886	0,599																					
1887	0,493																					
1888	0,284																					
1889	0,572																					
1890	0,528																					
1891	0,361																					
1892	0,503																					
1893	0,446																					
1894	0,424																					
1895	0,546																					
1896	0,415																					
1897	0,548																					
1898	0,615																					
1899	0,542																					
1900	0,769																					
1901	0,734																					
1902	0,787																					
1903	0,484																					
1904	0,641																					
1905	0,753																					
1906	0,871																					
1907	0,919																					
1908	0,793																					
1909	0,715																					
1910	0,717																					
1911	1,049																					
1912	1,215																					
1913	0,921																					
1914	0,445																					
1915	0,551																					
1916	0,556																					
1917	0,485																					
1918	0,52																					
1919	0,373																					
1920	0,516																					
1921	0,437																					
1922	0,413																					
1923	0,524																					
1924	0,702																					
1925	0,794																					
1926	0,634																					
1927	0,582																					
1928	0,71																					
1929	0,608																					
1930	0,636																					
1931	0,651																					
1932	0,715																					
1933	0,722																					
1934	0,368																					
1935	0,196																					
1936	0,682																					
1937	0,716																					
1938	0,362																					
1939	0,435																					
1940	0,398																					
1941	0,567																					
1942	0,676																					
1943	0,611																					
1944	0,943																					
1945	0,374																					
1946	0,487																					
1947	0,619																					
1948	0,427																					
1949	0,327																					
1950	0,447																					
1951	0,311																					
1952	0,535																					
1953	0,683																					
1954	0,707																					
1955	0,701																					
1956	0,684																					
1957	1,018																					
1958	0,821																					
1959	1,053																					
1960	1,011																					
1961	1,375																					
1962	1,184																					
1963	1,225																					
1964	1,218																					
1965	1,248																					
1966	1,313																					
1967	1,552																					
1968	1,154																					
1969	1,435																					
1970	1,035																					
1971	1,302																					
1972	1,111																					
1973	1,207																					
1974	1,276																					
1975	0,981																					
1976	1,129																					
1977	1,507																					
1978	1,191																					
1979	1,37																					
1980	1,216																					
1981	1,395																					
1982	1,316																					
1983	1,264																					
1984	1,438																					
1985	1,314																					
1986	1,249																					
1987	1,366																					
1988	1,208																					
1989	1,412																					
1990	1,304																					
1991	1,278																					
1992	1,246																					
1993	1,504																					
1994	1,467																					
1995	1,451																					
1996	1,055																					
1997	1,359																					
1998	1,338																					
1999	1,622																					
2000	1.460/																					
																						
CONCO2SGMORG(T)	One-sigma	prior	uncertainty	ranges	for	atmospheric	CO2	concentrations	[ppm]													
*	Data	sources:																				
*	Etheridge	et	al.	(1996),	1750-1831,	ice	core	data,	75-cutoff	spline,	5-year	intervals,	one-sigma	std	error	of	0,6	ppm				
*	Etheridge	et	al.	(1996),	1832-1968,	ice	core	data,	25-cutoff	spline,	annual,	one-sigma	std	error	of	0,6	ppm					
*	Keeling	et	al.	(2004),	1969-2000,	in	situ	measurements,	annual,	one-sigma	std	error	of	0,1	ppm							
/1750	0,6																					
1751	0,6																					
1752	0,6																					
1753	0,6																					
1754	0,6																					
1755	0,6																					
1756	0,6																					
1757	0,6																					
1758	0,6																					
1759	0,6																					
1760	0,6																					
1761	0,6																					
1762	0,6																					
1763	0,6																					
1764	0,6																					
1765	0,6																					
1766	0,6																					
1767	0,6																					
1768	0,6																					
1769	0,6																					
1770	0,6																					
1771	0,6																					
1772	0,6																					
1773	0,6																					
1774	0,6																					
1775	0,6																					
1776	0,6																					
1777	0,6																					
1778	0,6																					
1779	0,6																					
1780	0,6																					
1781	0,6																					
1782	0,6																					
1783	0,6																					
1784	0,6																					
1785	0,6																					
1786	0,6																					
1787	0,6																					
1788	0,6																					
1789	0,6																					
1790	0,6																					
1791	0,6																					
1792	0,6																					
1793	0,6																					
1794	0,6																					
1795	0,6																					
1796	0,6																					
1797	0,6																					
1798	0,6																					
1799	0,6																					
1800	0,6																					
1801	0,6																					
1802	0,6																					
1803	0,6																					
1804	0,6																					
1805	0,6																					
1806	0,6																					
1807	0,6																					
1808	0,6																					
1809	0,6																					
1810	0,6																					
1811	0,6																					
1812	0,6																					
1813	0,6																					
1814	0,6																					
1815	0,6																					
1816	0,6																					
1817	0,6																					
1818	0,6																					
1819	0,6																					
1820	0,6																					
1821	0,6																					
1822	0,6																					
1823	0,6																					
1824	0,6																					
1825	0,6																					
1826	0,6																					
1827	0,6																					
1828	0,6																					
1829	0,6																					
1830	0,6																					
1831	0,6																					
1832	0,6																					
1833	0,6																					
1834	0,6																					
1835	0,6																					
1836	0,6																					
1837	0,6																					
1838	0,6																					
1839	0,6																					
1840	0,6																					
1841	0,6																					
1842	0,6																					
1843	0,6																					
1844	0,6																					
1845	0,6																					
1846	0,6																					
1847	0,6																					
1848	0,6																					
1849	0,6																					
1850	0,6																					
1851	0,6																					
1852	0,6																					
1853	0,6																					
1854	0,6																					
1855	0,6																					
1856	0,6																					
1857	0,6																					
1858	0,6																					
1859	0,6																					
1860	0,6																					
1861	0,6																					
1862	0,6																					
1863	0,6																					
1864	0,6																					
1865	0,6																					
1866	0,6																					
1867	0,6																					
1868	0,6																					
1869	0,6																					
1870	0,6																					
1871	0,6																					
1872	0,6																					
1873	0,6																					
1874	0,6																					
1875	0,6																					
1876	0,6																					
1877	0,6																					
1878	0,6																					
1879	0,6																					
1880	0,6																					
1881	0,6																					
1882	0,6																					
1883	0,6																					
1884	0,6																					
1885	0,6																					
1886	0,6																					
1887	0,6																					
1888	0,6																					
1889	0,6																					
1890	0,6																					
1891	0,6																					
1892	0,6																					
1893	0,6																					
1894	0,6																					
1895	0,6																					
1896	0,6																					
1897	0,6																					
1898	0,6																					
1899	0,6																					
1900	0,6																					
1901	0,6																					
1902	0,6																					
1903	0,6																					
1904	0,6																					
1905	0,6																					
1906	0,6																					
1907	0,6																					
1908	0,6																					
1909	0,6																					
1910	0,6																					
1911	0,6																					
1912	0,6																					
1913	0,6																					
1914	0,6																					
1915	0,6																					
1916	0,6																					
1917	0,6																					
1918	0,6																					
1919	0,6																					
1920	0,6																					
1921	0,6																					
1922	0,6																					
1923	0,6																					
1924	0,6																					
1925	0,6																					
1926	0,6																					
1927	0,6																					
1928	0,6																					
1929	0,6																					
1930	0,6																					
1931	0,6																					
1932	0,6																					
1933	0,6																					
1934	0,6																					
1935	0,6																					
1936	0,6																					
1937	0,6																					
1938	0,6																					
1939	0,6																					
1940	0,6																					
1941	0,6																					
1942	0,6																					
1943	0,6																					
1944	0,6																					
1945	0,6																					
1946	0,6																					
1947	0,6																					
1948	0,6																					
1949	0,6																					
1950	0,6																					
1951	0,6																					
1952	0,6																					
1953	0,6																					
1954	0,6																					
1955	0,6																					
1956	0,6																					
1957	0,6																					
1958	0,6																					
1959	0,1																					
1960	0,1																					
1961	0,1																					
1962	0,1																					
1963	0,1																					
1964	0,1																					
1965	0,1																					
1966	0,1																					
1967	0,1																					
1968	0,1																					
1969	0,1																					
1970	0,1																					
1971	0,1																					
1972	0,1																					
1973	0,1																					
1974	0,1																					
1975	0,1																					
1976	0,1																					
1977	0,1																					
1978	0,1																					
1979	0,1																					
1980	0,1																					
1981	0,1																					
1982	0,1																					
1983	0,1																					
1984	0,1																					
1985	0,1																					
1986	0,1																					
1987	0,1																					
1988	0,1																					
1989	0,1																					
1990	0,1																					
1991	0,1																					
1992	0,1																					
1993	0,1																					
1994	0,1																					
1995	0,1																					
1996	0,1																					
1997	0,1																					
1998	0,1																					
1999	0,1																					
2000	0.1/																					
																						
																						
CONCH4SGMORG(T)	One-sigma	prior	uncertainty	ranges	for	atmospheric	CH4	concentrations	[ppb]													
*	Data	sources:																				
*	2-sigma:	5ppb	between	1750	and	1983	based	on	Etheridge	et	al.	-1998										
*	2-sigma:	3ppb	between	1984	and	2000	based	on	Masarie	et	al.	-2001	Table	1								
/1750	2,5																					
1751	2,5																					
1752	2,5																					
1753	2,5																					
1754	2,5																					
1755	2,5																					
1756	2,5																					
1757	2,5																					
1758	2,5																					
1759	2,5																					
1760	2,5																					
1761	2,5																					
1762	2,5																					
1763	2,5																					
1764	2,5																					
1765	2,5																					
1766	2,5																					
1767	2,5																					
1768	2,5																					
1769	2,5																					
1770	2,5																					
1771	2,5																					
1772	2,5																					
1773	2,5																					
1774	2,5																					
1775	2,5																					
1776	2,5																					
1777	2,5																					
1778	2,5																					
1779	2,5																					
1780	2,5																					
1781	2,5																					
1782	2,5																					
1783	2,5																					
1784	2,5																					
1785	2,5																					
1786	2,5																					
1787	2,5																					
1788	2,5																					
1789	2,5																					
1790	2,5																					
1791	2,5																					
1792	2,5																					
1793	2,5																					
1794	2,5																					
1795	2,5																					
1796	2,5																					
1797	2,5																					
1798	2,5																					
1799	2,5																					
1800	2,5																					
1801	2,5																					
1802	2,5																					
1803	2,5																					
1804	2,5																					
1805	2,5																					
1806	2,5																					
1807	2,5																					
1808	2,5																					
1809	2,5																					
1810	2,5																					
1811	2,5																					
1812	2,5																					
1813	2,5																					
1814	2,5																					
1815	2,5																					
1816	2,5																					
1817	2,5																					
1818	2,5																					
1819	2,5																					
1820	2,5																					
1821	2,5																					
1822	2,5																					
1823	2,5																					
1824	2,5																					
1825	2,5																					
1826	2,5																					
1827	2,5																					
1828	2,5																					
1829	2,5																					
1830	2,5																					
1831	2,5																					
1832	2,5																					
1833	2,5																					
1834	2,5																					
1835	2,5																					
1836	2,5																					
1837	2,5																					
1838	2,5																					
1839	2,5																					
1840	2,5																					
1841	2,5																					
1842	2,5																					
1843	2,5																					
1844	2,5																					
1845	2,5																					
1846	2,5																					
1847	2,5																					
1848	2,5																					
1849	2,5																					
1850	2,5																					
1851	2,5																					
1852	2,5																					
1853	2,5																					
1854	2,5																					
1855	2,5																					
1856	2,5																					
1857	2,5																					
1858	2,5																					
1859	2,5																					
1860	2,5																					
1861	2,5																					
1862	2,5																					
1863	2,5																					
1864	2,5																					
1865	2,5																					
1866	2,5																					
1867	2,5																					
1868	2,5																					
1869	2,5																					
1870	2,5																					
1871	2,5																					
1872	2,5																					
1873	2,5																					
1874	2,5																					
1875	2,5																					
1876	2,5																					
1877	2,5																					
1878	2,5																					
1879	2,5																					
1880	2,5																					
1881	2,5																					
1882	2,5																					
1883	2,5																					
1884	2,5																					
1885	2,5																					
1886	2,5																					
1887	2,5																					
1888	2,5																					
1889	2,5																					
1890	2,5																					
1891	2,5																					
1892	2,5																					
1893	2,5																					
1894	2,5																					
1895	2,5																					
1896	2,5																					
1897	2,5																					
1898	2,5																					
1899	2,5																					
1900	2,5																					
1901	2,5																					
1902	2,5																					
1903	2,5																					
1904	2,5																					
1905	2,5																					
1906	2,5																					
1907	2,5																					
1908	2,5																					
1909	2,5																					
1910	2,5																					
1911	2,5																					
1912	2,5																					
1913	2,5																					
1914	2,5																					
1915	2,5																					
1916	2,5																					
1917	2,5																					
1918	2,5																					
1919	2,5																					
1920	2,5																					
1921	2,5																					
1922	2,5																					
1923	2,5																					
1924	2,5																					
1925	2,5																					
1926	2,5																					
1927	2,5																					
1928	2,5																					
1929	2,5																					
1930	2,5																					
1931	2,5																					
1932	2,5																					
1933	2,5																					
1934	2,5																					
1935	2,5																					
1936	2,5																					
1937	2,5																					
1938	2,5																					
1939	2,5																					
1940	2,5																					
1941	2,5																					
1942	2,5																					
1943	2,5																					
1944	2,5																					
1945	2,5																					
1946	2,5																					
1947	2,5																					
1948	2,5																					
1949	2,5																					
1950	2,5																					
1951	2,5																					
1952	2,5																					
1953	2,5																					
1954	2,5																					
1955	2,5																					
1956	2,5																					
1957	2,5																					
1958	2,5																					
1959	2,5																					
1960	2,5																					
1961	2,5																					
1962	2,5																					
1963	2,5																					
1964	2,5																					
1965	2,5																					
1966	2,5																					
1967	2,5																					
1968	2,5																					
1969	2,5																					
1970	2,5																					
1971	2,5																					
1972	2,5																					
1973	2,5																					
1974	2,5																					
1975	2,5																					
1976	2,5																					
1977	2,5																					
1978	2,5																					
1979	2,5																					
1980	2,5																					
1981	2,5																					
1982	2,5																					
1983	2,5																					
1984	1,5																					
1985	1,5																					
1986	1,5																					
1987	1,5																					
1988	1,5																					
1989	1,5																					
1990	1,5																					
1991	1,5																					
1992	1,5																					
1993	1,5																					
1994	1,5																					
1995	1,5																					
1996	1,5																					
1997	1,5																					
1998	1,5																					
1999	1,5																					
2000	1.5/																					
																						
CONN2OSGMORG(T)	One-sigma	prior	uncertainty	ranges	for	atmospheric	N2O	concentrations	[ppb]													
*	Data	sources:	Flueckiger	(personal	communication),	1750-1961,	ice	core	data													
*	Masarie	et	al.	-2001	Table	1,	1978-2000	,	2-sigma	error	of	0.5ppb										
*	based	on	instrumental	precision	of	0.3ppb	and	measurement	uncertainty	of	0.4ppb											
*	Data	between	1962	and	1977	are	assumed	to	be	equal	to	the	datum	in	1961							
/1750	1,2																					
1751	1,2																					
1752	1,2																					
1753	1,2																					
1754	1,2																					
1755	1,2																					
1756	1,2																					
1757	1,2																					
1758	1,2																					
1759	1,2																					
1760	1,2																					
1761	1,2																					
1762	1,2																					
1763	1,2																					
1764	1,2																					
1765	1,2																					
1766	1,2																					
1767	1,2																					
1768	1,2																					
1769	1,2																					
1770	1,2																					
1771	1,2																					
1772	1,2																					
1773	1,2																					
1774	1,2																					
1775	1,2																					
1776	1,2																					
1777	1,2																					
1778	1,2																					
1779	1,2																					
1780	1,2																					
1781	1,2																					
1782	1,2																					
1783	1,2																					
1784	1,2																					
1785	1,2																					
1786	1,2																					
1787	1,2																					
1788	1,2																					
1789	1,2																					
1790	1,2																					
1791	1,2																					
1792	1,2																					
1793	1,2																					
1794	1,2																					
1795	1,2																					
1796	1,2																					
1797	1,2																					
1798	1,2																					
1799	1,3																					
1800	1,3																					
1801	1,3																					
1802	1,3																					
1803	1,3																					
1804	1,3																					
1805	1,3																					
1806	1,3																					
1807	1,3																					
1808	1,3																					
1809	1,3																					
1810	1,3																					
1811	1,3																					
1812	1,3																					
1813	1,3																					
1814	1,3																					
1815	1,3																					
1816	1,3																					
1817	1,3																					
1818	1,3																					
1819	1,3																					
1820	1,3																					
1821	1,3																					
1822	1,3																					
1823	1,3																					
1824	1,3																					
1825	1,3																					
1826	1,3																					
1827	1,3																					
1828	1,3																					
1829	1,3																					
1830	1,3																					
1831	1,3																					
1832	1,3																					
1833	1,3																					
1834	1,3																					
1835	1,3																					
1836	1,3																					
1837	1,3																					
1838	1,3																					
1839	1,3																					
1840	1,3																					
1841	1,3																					
1842	1,3																					
1843	1,3																					
1844	1,3																					
1845	1,3																					
1846	1,3																					
1847	1,3																					
1848	1,3																					
1849	1,3																					
1850	1,3																					
1851	1,3																					
1852	1,3																					
1853	1,3																					
1854	1,3																					
1855	1,3																					
1856	1,3																					
1857	1,3																					
1858	1,3																					
1859	1,3																					
1860	1,3																					
1861	1,3																					
1862	1,3																					
1863	1,3																					
1864	1,3																					
1865	1,3																					
1866	1,3																					
1867	1,3																					
1868	1,3																					
1869	1,3																					
1870	1,3																					
1871	1,3																					
1872	1,3																					
1873	1,3																					
1874	1,3																					
1875	1,3																					
1876	1,3																					
1877	1,3																					
1878	1,3																					
1879	1,3																					
1880	1,3																					
1881	1,3																					
1882	1,3																					
1883	1,3																					
1884	1,3																					
1885	1,3																					
1886	1,3																					
1887	1,3																					
1888	1,3																					
1889	1,3																					
1890	1,3																					
1891	1,3																					
1892	1,4																					
1893	1,4																					
1894	1,4																					
1895	1,4																					
1896	1,4																					
1897	1,4																					
1898	1,4																					
1899	1,4																					
1900	1,4																					
1901	1,4																					
1902	1,4																					
1903	1,4																					
1904	1,4																					
1905	1,4																					
1906	1,5																					
1907	1,5																					
1908	1,5																					
1909	1,5																					
1910	1,5																					
1911	1,5																					
1912	1,5																					
1913	1,5																					
1914	1,5																					
1915	1,6																					
1916	1,6																					
1917	1,6																					
1918	1,6																					
1919	1,6																					
1920	1,6																					
1921	1,7																					
1922	1,7																					
1923	1,7																					
1924	1,7																					
1925	1,7																					
1926	1,7																					
1927	1,8																					
1928	1,8																					
1929	1,8																					
1930	1,8																					
1931	1,8																					
1932	1,9																					
1933	1,9																					
1934	1,9																					
1935	1,9																					
1936	1,9																					
1937	2																					
1938	2																					
1939	2																					
1940	2																					
1941	2,1																					
1942	2,1																					
1943	2,1																					
1944	2,1																					
1945	2,2																					
1946	2,2																					
1947	2,2																					
1948	2,2																					
1949	2,3																					
1950	2,3																					
1951	2,3																					
1952	2,3																					
1953	2,4																					
1954	2,4																					
1955	2,4																					
1956	2,4																					
1957	2,5																					
1958	2,5																					
1959	2,5																					
1960	2,5																					
1961	2,6																					
1962	2,6																					
1963	2,6																					
1964	2,6																					
1965	2,6																					
1966	2,6																					
1967	2,6																					
1968	2,6																					
1969	2,6																					
1970	2,6																					
1971	2,6																					
1972	2,6																					
1973	2,6																					
1974	2,6																					
1975	2,6																					
1976	2,6																					
1977	2,6																					
1978	0,25																					
1979	0,25																					
1980	0,25																					
1981	0,25																					
1982	0,25																					
1983	0,25																					
1984	0,25																					
1985	0,25																					
1986	0,25																					
1987	0,25																					
1988	0,25																					
1989	0,25																					
1990	0,25																					
1991	0,25																					
1992	0,25																					
1993	0,25																					
1994	0,25																					
1995	0,25																					
1996	0,25																					
1997	0,25																					
1998	0,25																					
1999	0,25																					
2000	0.25/																					
																						
RADMISSGMORG(T)	One-sigma	prior	uncertainty	ranges	for	missing	forcing	[W	per	m^2]												
/1750	0,25																					
1751	0,25																					
1752	0,25																					
1753	0,25																					
1754	0,25																					
1755	0,25																					
1756	0,25																					
1757	0,25																					
1758	0,25																					
1759	0,25																					
1760	0,25																					
1761	0,25																					
1762	0,25																					
1763	0,25																					
1764	0,25																					
1765	0,25																					
1766	0,25																					
1767	0,25																					
1768	0,25																					
1769	0,25																					
1770	0,25																					
1771	0,25																					
1772	0,25																					
1773	0,25																					
1774	0,25																					
1775	0,25																					
1776	0,25																					
1777	0,25																					
1778	0,25																					
1779	0,25																					
1780	0,25																					
1781	0,25																					
1782	0,25																					
1783	0,25																					
1784	0,25																					
1785	0,25																					
1786	0,25																					
1787	0,25																					
1788	0,25																					
1789	0,25																					
1790	0,25																					
1791	0,25																					
1792	0,25																					
1793	0,25																					
1794	0,25																					
1795	0,25																					
1796	0,25																					
1797	0,25																					
1798	0,25																					
1799	0,25																					
1800	0,25																					
1801	0,25																					
1802	0,25																					
1803	0,25																					
1804	0,25																					
1805	0,25																					
1806	0,25																					
1807	0,25																					
1808	0,25																					
1809	0,25																					
1810	0,25																					
1811	0,25																					
1812	0,25																					
1813	0,25																					
1814	0,25																					
1815	0,25																					
1816	0,25																					
1817	0,25																					
1818	0,25																					
1819	0,25																					
1820	0,25																					
1821	0,25																					
1822	0,25																					
1823	0,25																					
1824	0,25																					
1825	0,25																					
1826	0,25																					
1827	0,25																					
1828	0,25																					
1829	0,25																					
1830	0,25																					
1831	0,25																					
1832	0,25																					
1833	0,25																					
1834	0,25																					
1835	0,25																					
1836	0,25																					
1837	0,25																					
1838	0,25																					
1839	0,25																					
1840	0,25																					
1841	0,25																					
1842	0,25																					
1843	0,25																					
1844	0,25																					
1845	0,25																					
1846	0,25																					
1847	0,25																					
1848	0,25																					
1849	0,25																					
1850	0,25																					
1851	0,25																					
1852	0,25																					
1853	0,25																					
1854	0,25																					
1855	0,25																					
1856	0,25																					
1857	0,25																					
1858	0,25																					
1859	0,25																					
1860	0,25																					
1861	0,25																					
1862	0,25																					
1863	0,25																					
1864	0,25																					
1865	0,25																					
1866	0,25																					
1867	0,25																					
1868	0,25																					
1869	0,25																					
1870	0,25																					
1871	0,25																					
1872	0,25																					
1873	0,25																					
1874	0,25																					
1875	0,25																					
1876	0,25																					
1877	0,25																					
1878	0,25																					
1879	0,25																					
1880	0,25																					
1881	0,25																					
1882	0,25																					
1883	0,25																					
1884	0,25																					
1885	0,25																					
1886	0,25																					
1887	0,25																					
1888	0,25																					
1889	0,25																					
1890	0,25																					
1891	0,25																					
1892	0,25																					
1893	0,25																					
1894	0,25																					
1895	0,25																					
1896	0,25																					
1897	0,25																					
1898	0,25																					
1899	0,25																					
1900	0,25																					
1901	0,2525																					
1902	0,255																					
1903	0,2575																					
1904	0,26																					
1905	0,2625																					
1906	0,265																					
1907	0,2675																					
1908	0,27																					
1909	0,2725																					
1910	0,275																					
1911	0,2775																					
1912	0,28																					
1913	0,2825																					
1914	0,285																					
1915	0,2875																					
1916	0,29																					
1917	0,2925																					
1918	0,295																					
1919	0,2975																					
1920	0,3																					
1921	0,3025																					
1922	0,305																					
1923	0,3075																					
1924	0,31																					
1925	0,3125																					
1926	0,315																					
1927	0,3175																					
1928	0,32																					
1929	0,3225																					
1930	0,325																					
1931	0,3275																					
1932	0,33																					
1933	0,3325																					
1934	0,335																					
1935	0,3375																					
1936	0,34																					
1937	0,3425																					
1938	0,345																					
1939	0,3475																					
1940	0,35																					
1941	0,3525																					
1942	0,355																					
1943	0,3575																					
1944	0,36																					
1945	0,3625																					
1946	0,365																					
1947	0,3675																					
1948	0,37																					
1949	0,3725																					
1950	0,375																					
1951	0,3775																					
1952	0,38																					
1953	0,3825																					
1954	0,385																					
1955	0,3875																					
1956	0,39																					
1957	0,3925																					
1958	0,395																					
1959	0,3975																					
1960	0,4																					
1961	0,4025																					
1962	0,405																					
1963	0,4075																					
1964	0,41																					
1965	0,4125																					
1966	0,415																					
1967	0,4175																					
1968	0,42																					
1969	0,4225																					
1970	0,425																					
1971	0,4275																					
1972	0,43																					
1973	0,4325																					
1974	0,435																					
1975	0,4375																					
1976	0,44																					
1977	0,4425																					
1978	0,445																					
1979	0,4475																					
1980	0,45																					
1981	0,4525																					
1982	0,455																					
1983	0,4575																					
1984	0,46																					
1985	0,4625																					
1986	0,465																					
1987	0,4675																					
1988	0,47																					
1989	0,4725																					
1990	0,475																					
1991	0,4775																					
1992	0,48																					
1993	0,4825																					
1994	0,485																					
1995	0,4875																					
1996	0,49																					
1997	0,4925																					
1998	0,495																					
1999	0,4975																					
2000	0.5000/																					
																						
T2MSGMORG(T)	One-sigma	prior	uncertainty	ranges	for	surface	air	temperature	change	[degree	in	C]										
*	Data	sources:																				
*	Mann	and	Jones	(2003),	1750-1855,	multi-proxy,	decadal	average,	one	std	error	of	0,18	(oC)								
*	Jones	et	al.	(2006),	1856-2000,	instrumental,	annual,	95%	interval	of	0,2	(oC)	between	1856	and	1860						
*	and	0,05	(oC)	between	1950	and	2000															
*	Linear	interpolation	between	1860	and	1950																
/1750	0,18																					
1751	0,18																					
1752	0,18																					
1753	0,18																					
1754	0,18																					
1755	0,18																					
1756	0,18																					
1757	0,18																					
1758	0,18																					
1759	0,18																					
1760	0,18																					
1761	0,18																					
1762	0,18																					
1763	0,18																					
1764	0,18																					
1765	0,18																					
1766	0,18																					
1767	0,18																					
1768	0,18																					
1769	0,18																					
1770	0,18																					
1771	0,18																					
1772	0,18																					
1773	0,18																					
1774	0,18																					
1775	0,18																					
1776	0,18																					
1777	0,18																					
1778	0,18																					
1779	0,18																					
1780	0,18																					
1781	0,18																					
1782	0,18																					
1783	0,18																					
1784	0,18																					
1785	0,18																					
1786	0,18																					
1787	0,18																					
1788	0,18																					
1789	0,18																					
1790	0,18																					
1791	0,18																					
1792	0,18																					
1793	0,18																					
1794	0,18																					
1795	0,18																					
1796	0,18																					
1797	0,18																					
1798	0,18																					
1799	0,18																					
1800	0,18																					
1801	0,18																					
1802	0,18																					
1803	0,18																					
1804	0,18																					
1805	0,18																					
1806	0,18																					
1807	0,18																					
1808	0,18																					
1809	0,18																					
1810	0,18																					
1811	0,18																					
1812	0,18																					
1813	0,18																					
1814	0,18																					
1815	0,18																					
1816	0,18																					
1817	0,18																					
1818	0,18																					
1819	0,18																					
1820	0,18																					
1821	0,18																					
1822	0,18																					
1823	0,18																					
1824	0,18																					
1825	0,18																					
1826	0,18																					
1827	0,18																					
1828	0,18																					
1829	0,18																					
1830	0,18																					
1831	0,18																					
1832	0,18																					
1833	0,18																					
1834	0,18																					
1835	0,18																					
1836	0,18																					
1837	0,18																					
1838	0,18																					
1839	0,18																					
1840	0,18																					
1841	0,18																					
1842	0,18																					
1843	0,18																					
1844	0,18																					
1845	0,18																					
1846	0,18																					
1847	0,18																					
1848	0,18																					
1849	0,18																					
1850	0,18																					
1851	0,18																					
1852	0,18																					
1853	0,18																					
1854	0,18																					
1855	0,18																					
1856	0,1																					
1857	0,1																					
1858	0,1																					
1859	0,1																					
1860	0,1																					
1861	0,099																					
1862	0,098																					
1863	0,098																					
1864	0,097																					
1865	0,096																					
1866	0,095																					
1867	0,094																					
1868	0,093																					
1869	0,093																					
1870	0,092																					
1871	0,091																					
1872	0,09																					
1873	0,089																					
1874	0,088																					
1875	0,088																					
1876	0,087																					
1877	0,086																					
1878	0,085																					
1879	0,084																					
1880	0,083																					
1881	0,083																					
1882	0,082																					
1883	0,081																					
1884	0,08																					
1885	0,079																					
1886	0,078																					
1887	0,078																					
1888	0,077																					
1889	0,076																					
1890	0,075																					
1891	0,074																					
1892	0,073																					
1893	0,073																					
1894	0,072																					
1895	0,071																					
1896	0,07																					
1897	0,069																					
1898	0,068																					
1899	0,068																					
1900	0,067																					
1901	0,066																					
1902	0,065																					
1903	0,064																					
1904	0,063																					
1905	0,063																					
1906	0,062																					
1907	0,061																					
1908	0,06																					
1909	0,059																					
1910	0,058																					
1911	0,058																					
1912	0,057																					
1913	0,056																					
1914	0,055																					
1915	0,054																					
1916	0,053																					
1917	0,053																					
1918	0,052																					
1919	0,051																					
1920	0,05																					
1921	0,049																					
1922	0,048																					
1923	0,048																					
1924	0,047																					
1925	0,046																					
1926	0,045																					
1927	0,044																					
1928	0,043																					
1929	0,043																					
1930	0,042																					
1931	0,041																					
1932	0,04																					
1933	0,039																					
1934	0,038																					
1935	0,038																					
1936	0,037																					
1937	0,036																					
1938	0,035																					
1939	0,034																					
1940	0,033																					
1941	0,033																					
1942	0,032																					
1943	0,031																					
1944	0,03																					
1945	0,029																					
1946	0,028																					
1947	0,028																					
1948	0,027																					
1949	0,026																					
1950	0,025																					
1951	0,025																					
1952	0,025																					
1953	0,025																					
1954	0,025																					
1955	0,025																					
1956	0,025																					
1957	0,025																					
1958	0,025																					
1959	0,025																					
1960	0,025																					
1961	0,025																					
1962	0,025																					
1963	0,025																					
1964	0,025																					
1965	0,025																					
1966	0,025																					
1967	0,025																					
1968	0,025																					
1969	0,025																					
1970	0,025																					
1971	0,025																					
1972	0,025																					
1973	0,025																					
1974	0,025																					
1975	0,025																					
1976	0,025																					
1977	0,025																					
1978	0,025																					
1979	0,025																					
1980	0,025																					
1981	0,025																					
1982	0,025																					
1983	0,025																					
1984	0,025																					
1985	0,025																					
1986	0,025																					
1987	0,025																					
1988	0,025																					
1989	0,025																					
1990	0,025																					
1991	0,025																					
1992	0,025																					
1993	0,025																					
1994	0,025																					
1995	0,025																					
1996	0,025																					
1997	0,025																					
1998	0,025																					
1999	0,025																					
2000	0.025/																					
																						
T2MSGMAR1(T)	Standard	deviation	for	the	residuals	of	surface	air	temperature	change	residuals	with	AR1	[degree	in	C]						
*	Data	sources:	Kriegler	(2005,	p.40)																	
/1750	0,078																					
1751	0,078																					
1752	0,078																					
